BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000000095,31.03.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,66.00,20.00,"1,320.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,1.00,225.00,225.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,1.00,225.00,225.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,MHT0000014,MUHTELİF TOZ BOYA İŞÇİLİĞİ,1.00,800.00,800.00,NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,OF00002071,BOYAMA İŞİ PYRAMİD MASA AYAK ANTRASİT RAL 7016 İNCE PÜTÜRLÜ,50.00,95.00,"4,750.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,OF00002186,BOYAMA İŞİ FİLO TOPLANTI MASASI ÇERÇEVE AYAK 900*700*60mm ANTRASİT RAL 7016 İNCE PÜTÜRLÜ,10.00,125.00,"1,250.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,OF00002221,BOYAMA İŞİ YILDIZ AYAK,32.00,80.00,"2,560.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000095,31.03.2026,OF00006526,BOYAMA İŞİ GRAD MASA AYAK SİYAH ASTAR,50.00,115.00,"5,750.00",NURİ ÜÇOK-BOYARSAN ELEKTROSTATİK TOZ BOYA SANAY
000000000000025,06.03.2026,MHT0000059,MUHTELİF SIVAMA İŞÇİLİĞİ,36.00,100.00,"3,600.00",SELAMİN ÖZÇELİK
000000000000025,06.03.2026,MHT0000059,MUHTELİF SIVAMA İŞÇİLİĞİ,125.00,50.00,"6,250.00",SELAMİN ÖZÇELİK
000000000000025,06.03.2026,MHT0000059,MUHTELİF SIVAMA İŞÇİLİĞİ,64.00,30.00,"1,920.00",SELAMİN ÖZÇELİK
000000000010910,30.03.2026,OF00006550,RAL INOX 7890 BONDED BOYA,20.00,383.30,"7,666.04",İBA KİMYA SANAYİ ve TİC.A.Ş.
