BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000001323,02.02.2026,OF00000161,"SUNTA VİDASI 3,5*16mm","5,000.00",0.16,775.00,ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001323,02.02.2026,OF00000175,AHŞAP TAMİR MACUNU GÜRGEN RENK,20.00,22.50,450.00,ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001323,02.02.2026,OF00000615,YAPIŞKANLI KEÇE ZEMİN KORUYUCUSU Ø40mm KAHVERENGİ,"2,400.00",0.80,"1,920.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000002725,02.02.2026,EV00005172,AŞANTEKS İNKA,3.00,150.72,452.15,AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002941,02.02.2026,OF00005005,GÜNDER TOSKANO,12.00,195.98,"2,351.76",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002941,02.02.2026,OF00005005,GÜNDER TOSKANO,15.00,195.98,"2,939.70",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000027251,02.02.2026,OF00005047,AŞANTEKS VIVA,8.00,233.06,"1,864.52",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000000027,03.02.2026,OF00000413,ARMADA MİSAFİR SIRT GÖMLEKLİ KONTRASI,92.00,700.00,"64,400.00",MERVE ORMAN ÜRÜN.MOB.OTO GIDA NAK.İNŞ.İTH.VE İHR.SAN.TİC.LTD.ŞTİ.
000000000000036,03.02.2026,OF00005090,MUNIPELL MALDIVE,66.46,722.11,"47,991.16",MUNİ PELL DERİ VE TEKSTİL SAN.TİC.LTD.ŞTİ.
000000000000062,03.02.2026,OF00000622,BASKILI GRİPİN NAYLON KAĞITLI 340gr 160cm EN,811.26,78.00,"63,278.28",BAŞKENT AY AMBALAJ PLASTİK ÜRETİM SAN.VE TİC.LTD.ŞTİ.
000000000000186,03.02.2026,MHT0000009,MUHTELİF HIRDAVAT- RULO ZIMPARA P60,2.00,"2,518.56","5,037.12",ÇÖLLÜOĞLU ZIMPARA - İBRAHİM TAHA ÇÖLLÜOĞLU
000000000000186,03.02.2026,MHT0000009,MUHTELİF HIRDAVAT- RULO ZIMPARA P80,2.00,"2,346.84","4,693.68",ÇÖLLÜOĞLU ZIMPARA - İBRAHİM TAHA ÇÖLLÜOĞLU
000000000000186,03.02.2026,MHT0000009,MUHTELİF HIRDAVAT - RULO ZIMPARA P100,2.00,"2,253.83","4,507.65",ÇÖLLÜOĞLU ZIMPARA - İBRAHİM TAHA ÇÖLLÜOĞLU
000000000000186,03.02.2026,MHT0000009,MUHTELİF HIRDAVAT - RULO ZIMPARA P120,2.00,"2,182.28","4,364.55",ÇÖLLÜOĞLU ZIMPARA - İBRAHİM TAHA ÇÖLLÜOĞLU
000000000000186,03.02.2026,MHT0000009,MUHTELİF HIRDAVAT RULO ZIMPARA P150,2.00,"2,182.28","4,364.55",ÇÖLLÜOĞLU ZIMPARA - İBRAHİM TAHA ÇÖLLÜOĞLU
000000000000279,03.02.2026,OF00006537,KONTRA ESNEK 03*1220*2500MM,100.00,"1,120.00","112,000.00",ALUÇ ORMAN ÜRÜNLERİ PAZ.VE TİC.LTD.ŞTİ.
000000000000709,03.02.2026,MHT0000002,MUHTELİF MDFLAM,8.00,"1,785.80","14,286.42",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000709,03.02.2026,MHT0000004,MUHTELİF LAMİNAT,1.00,772.00,772.00,ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000709,03.02.2026,MHT0000028,MUHTELİF MDF,1.00,854.34,854.34,ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000709,03.02.2026,OF00006281,HAM MDF 2100*2800*3MM,150.00,273.35,"41,002.80",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000709,03.02.2026,OF00006348,KONTRA KAVAK 14*1700*2200MM,134.00,"1,361.36","182,422.24",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000003241,03.02.2026,OF00006443,"3000*1500*1,2 MM GALVANİZ SAC",15.00,"1,436.40","21,546.00",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000000073,04.02.2026,EV00000812,KURU PATİNE,4.00,"3,456.00","13,824.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000073,04.02.2026,OF00000374,SELÜLOZİK TİNER 14KG,60.00,"1,208.33","72,499.98",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000073,04.02.2026,OF00000668,SELÜLOZİK BAKIR BOYA,6.00,"4,200.00","25,200.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000073,04.02.2026,OF00000982,SAİL TOWER SIVI ALTIN BOYA (06 ALTIN YALDIZ),4.00,"4,860.00","19,440.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000073,04.02.2026,OF00001480,ENDÜSTRİYEL MAT SİYAH ALDECO SONKAT BOYA,2.00,"2,000.00","4,000.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000073,04.02.2026,OF00002355,AKRİLİK SONKAT MAT VERNİK,8.00,"3,366.00","26,928.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000073,04.02.2026,OF00006489,ENDÜSTRİYEL RAL 7016 ANTRASİT METAL BOYA,1.00,"2,000.00","2,000.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000074,04.02.2026,EV00000554,MAT LAKE BOYA RAL 8019 ACI KAHVE,6.00,"6,660.00","39,960.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000172,04.02.2026,PRJ0001744,Gola Serisi Bağlantı Parçası L DEMİR VE VİDALARI,"1,000.00",5.75,"5,750.00",ALKASİS ALÜMİNYUM SAN. VE TİC.LTD.ŞTİ.
000000000000273,04.02.2026,MKN00000013,FAB.GNL MKN BKM SARF MAL.(KUMŞ DERİ KESİM MAKİNASI),1.00,"1,458.33","1,458.33",ESFA MAKİNA SEYİT KÖSE
000000000000350,04.02.2026,PRJ0001664,464*293*4MM BRONZ TEMPERLİ CAM,290.00,95.00,"27,550.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000350,04.02.2026,PRJ0001665,1194*293*4MM BRONZ TEMPERLİ CAM,203.00,243.00,"49,329.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000350,04.02.2026,PRJ0001840,464*293*4MM BRONZ TEMPERLİ CAM,12.00,95.00,"1,140.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000350,04.02.2026,PRJ0001841,465*255*4MM BRONZ TEMPERLİ CAM,24.00,85.00,"2,040.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
